"Nom_de_la_commune","#Code_commune_INSEE","Code_postal","Ligne_5"
"VOUNEUIL SUR VIENNE","86298","86210",
"VOUZAILLES","86299","86170",
"YVERSAY","86300","86170",
"AIXE SUR VIENNE","87001","87700",
"AMBAZAC","87002","87240",
"ARNAC LA POSTE","87003","87160",
"AUGNE","87004","87120",
"AUREIL","87005","87220",
"AZAT LE RIS","87006","87360",
"BALLEDENT","87007","87290",
"LA BAZEUGE","87008","87210",
"BEAUMONT DU LAC","87009","87120",
"BELLAC","87011","87300",
"BERNEUIL","87012","87300",
"BERSAC SUR RIVALIER","87013","87370",
"BESSINES SUR GARTEMPE","87014","87250",
"BESSINES SUR GARTEMPE","87014","87250","MORTEROLLES SUR SEMME"
"BEYNAC","87015","87700",
"LES BILLANGES","87016","87340",
"BLANZAC","87017","87300",
"BLOND","87018","87300",
"BOISSEUIL","87019","87220",
"BONNAC LA COTE","87020","87270",
"BOSMIE L AIGUILLE","87021","87110",
"BREUILAUFA","87022","87300",
"LE BUIS","87023","87140",
"BUJALEUF","87024","87460",
"BURGNAC","87025","87800",
"BUSSIERE GALANT","87027","87230",
"BUSSIERE GALANT","87027","87230","ST NICOLAS COURBEFY"
"VAL D OIRE ET GARTEMPE","87028","87320","BUSSIERE POITEVINE"
"VAL D OIRE ET GARTEMPE","87028","87320","DARNAC"
"VAL D OIRE ET GARTEMPE","87028","87320","THIAT"
"VAL D OIRE ET GARTEMPE","87028","87330","ST BARBANT"
"LES CARS","87029","87230",
"CHAILLAC SUR VIENNE","87030","87200",
"LE CHALARD","87031","87500",
"CHALUS","87032","87230",
"CHAMBORET","87033","87140",
"CHAMPAGNAC LA RIVIERE","87034","87150",
"CHAMPNETERY","87035","87400",
"CHAMPSAC","87036","87230",
"LA CHAPELLE MONTBRANDEIX","87037","87440",
"CHAPTELAT","87038","87270",
"CHATEAU CHERVIX","87039","87380",
"CHATEAUNEUF LA FORET","87040","87130",
"CHATEAUPONSAC","87041","87290",
"LE CHATENET EN DOGNON","87042","87400",
"CHEISSOUX","87043","87460",
"CHERONNAC","87044","87600",
"CIEUX","87045","87520",
"COGNAC LA FORET","87046","87310",
"COMPREIGNAC","87047","87140",
"CONDAT SUR VIENNE","87048","87920",
"COUSSAC BONNEVAL","87049","87500",
"COUZEIX","87050","87270",
"LA CROISILLE SUR BRIANCE","87051","87130",
"LA CROIX SUR GARTEMPE","87052","87210",
"CROMAC","87053","87160",
"CUSSAC","87054","87150",
"DINSAC","87056","87210",
"DOMPIERRE LES EGLISES","87057","87190",
"DOMPS","87058","87120",
"LE DORAT","87059","87210",
"DOURNAZAC","87060","87230",
"DROUX","87061","87190",
"EYBOULEUF","87062","87400",
"EYJEAUX","87063","87220",
"EYMOUTIERS","87064","87120",
"FEYTIAT","87065","87220",
"FLAVIGNAC","87066","87230",
"FOLLES","87067","87250",
"FROMENTAL","87068","87250",
"GAJOUBERT","87069","87330",
"LA GENEYTOUSE","87070","87400",
"GLANDON","87071","87500",
"GLANGES","87072","87380",
"GORRE","87073","87310",
"LES GRANDS CHEZEAUX","87074","87160",
"ISLE","87075","87170",
"JABREILLES LES BORDES","87076","87370",
"JANAILHAC","87077","87800",
"JAVERDAT","87078","87520",
"LA JONCHERE ST MAURICE","87079","87340",
"JOUAC","87080","87890",
"JOURGNAC","87081","87800",
"LADIGNAC LE LONG","87082","87500",
"LAURIERE","87083","87370",
"LAVIGNAC","87084","87230",
"LIMOGES","87085","87000",
"LIMOGES","87085","87100",
"LIMOGES","87085","87100","LANDOUGE"
"LIMOGES","87085","87280",
"LIMOGES","87085","87280","BEAUNE LES MINES"
"LINARDS","87086","87130",
"LUSSAC LES EGLISES","87087","87360",
"MAGNAC BOURG","87088","87380",
"MAGNAC LAVAL","87089","87190",
"MAILHAC SUR BENAIZE","87090","87160",
"MAISONNAIS SUR TARDOIRE","87091","87440",
"MARVAL","87092","87440",
"MARVAL","87092","87440","MILHAGUET"
"MASLEON","87093","87130",
"MEILHAC","87094","87800",
"MEUZAC","87095","87380",
"LA MEYZE","87096","87800",
"VAL D ISSOIRE","87097","87330","BUSSIERE BOFFY"
"VAL D ISSOIRE","87097","87330","MEZIERES SUR ISSOIRE"
"MOISSANNES","87099","87400",
"MONTROL SENARD","87100","87330",
"MORTEMART","87101","87330",
"NANTIAT","87103","87140",
"NEDDE","87104","87120",
"NEUVIC ENTIER","87105","87130",
"NEXON","87106","87800",
"NIEUL","87107","87510",
"NOUIC","87108","87330",
"ORADOUR ST GENEST","87109","87210",
"ORADOUR SUR GLANE","87110","87520",
"ORADOUR SUR VAYRES","87111","87150",
"PAGEAS","87112","87230",
"LE PALAIS SUR VIENNE","87113","87410",
"PANAZOL","87114","87350",
"PENSOL","87115","87440",
"PEYRAT DE BELLAC","87116","87300",
"PEYRAT LE CHATEAU","87117","87470",
"PEYRILHAC","87118","87510",
"PIERRE BUFFIERE","87119","87260",
"LA PORCHERIE","87120","87380",
"RANCON","87121","87290",
"RAZES","87122","87640",
"REMPNAT","87123","87120",
"RILHAC LASTOURS","87124","87800",
"RILHAC RANCON","87125","87570",
"ROCHECHOUART","87126","87600",
"LA ROCHE L ABEILLE","87127","87800",
"ST PARDOUX LE LAC","87128","87140","ROUSSAC"
"ST PARDOUX LE LAC","87128","87140","ST SYMPHORIEN SUR COUZE"
"ST PARDOUX LE LAC","87128","87250","ST PARDOUX"
"ROYERES","87129","87400",
"ROZIERS ST GEORGES","87130","87130",
"SAILLAT SUR VIENNE","87131","87720",
"ST AMAND LE PETIT","87132","87120",
"ST AMAND MAGNAZEIX","87133","87290",
"STE ANNE ST PRIEST","87134","87120",
"ST AUVENT","87135","87310",
"ST BAZILE","87137","87150",
"ST BONNET BRIANCE","87138","87260",
"ST BONNET DE BELLAC","87139","87300",
"ST BRICE SUR VIENNE","87140","87200",
"ST CYR","87141","87310",
"ST DENIS DES MURS","87142","87400",
"ST GENCE","87143","87510",
"ST GENEST SUR ROSELLE","87144","87260",
"ST GEORGES LES LANDES","87145","87160",
"ST GERMAIN LES BELLES","87146","87380",
"ST GILLES LES FORETS","87147","87130",
"ST HILAIRE BONNEVAL","87148","87260",
"ST HILAIRE LA TREILLE","87149","87190",
"ST HILAIRE LES PLACES","87150","87800",
"ST JEAN LIGOURE","87151","87260",
"ST JOUVENT","87152","87510",
"ST JULIEN LE PETIT","87153","87460",
"ST JUNIEN","87154","87200",
"ST JUNIEN LES COMBES","87155","87300",
"ST JUST LE MARTEL","87156","87590",
"ST LAURENT LES EGLISES","87157","87240",
"ST LAURENT SUR GORRE","87158","87310",
"ST LEGER LA MONTAGNE","87159","87340",
"ST LEGER MAGNAZEIX","87160","87190",
"ST LEONARD DE NOBLAT","87161","87400",
"STE MARIE DE VAUX","87162","87420",
"ST MARTIAL SUR ISOP","87163","87330",
"ST MARTIN DE JUSSAC","87164","87200",
"ST MARTIN LE MAULT","87165","87360",
"ST MARTIN LE VIEUX","87166","87700",
"ST MARTIN TERRESSUS","87167","87400",
"ST MATHIEU","87168","87440",
"ST MAURICE LES BROUSSES","87169","87800",
"ST MEARD","87170","87130",
"ST OUEN SUR GARTEMPE","87172","87300",
"ST PAUL","87174","87260",
"ST PRIEST LIGOURE","87176","87800",
"ST PRIEST SOUS AIXE","87177","87700",
"ST PRIEST TAURION","87178","87480",
"ST SORNIN LA MARCHE","87179","87210",
"ST SORNIN LEULAC","87180","87290",
"ST SORNIN LEULAC","87180","87290","ST PRIEST LE BETOUX"
"ST SULPICE LAURIERE","87181","87370",
"ST SULPICE LES FEUILLES","87182","87160",
"ST SYLVESTRE","87183","87240",
"ST VICTURNIEN","87185","87420",
"ST VITTE SUR BRIANCE","87186","87380",
"ST YRIEIX LA PERCHE","87187","87500",
"ST YRIEIX SOUS AIXE","87188","87700",
"LES SALLES LAVAUGUYON","87189","87440",
"SAUVIAT SUR VIGE","87190","87400",
"SEREILHAC","87191","87620",
"SOLIGNAC","87192","87110",
"SURDOUX","87193","87130",
"SUSSAC","87194","87130",
"TERSANNES","87195","87360",
"THOURON","87197","87140",
"VAULRY","87198","87140",
"VAYRES","87199","87600",
"VERNEUIL MOUSTIERS","87200","87360",
"VERNEUIL SUR VIENNE","87201","87430",
"VEYRAC","87202","87520",
"VEYRAC","87202","87520","LA BARRE DE VEYRAC"
"VICQ SUR BREUILH","87203","87260",
"VIDEIX","87204","87600",
"LE VIGEN","87205","87110",
"VILLEFAVARD","87206","87190",
"LES ABLEUVENETTES","88001","88270",
"AHEVILLE","88002","88500",
"AINGEVILLE","88003","88140",
"AINVELLE","88004","88320",
"ALLARMONT","88005","88110",
"AMBACOURT","88006","88500",
"AMEUVELLE","88007","88410",
"ANGLEMONT","88008","88700",
"ANOULD","88009","88650",
"AOUZE","88010","88170",
"ARCHES","88011","88380",
"ARCHETTES","88012","88380",
"AROFFE","88013","88170",
"ARRENTES DE CORCIEUX","88014","88430",
"ATTIGNEVILLE","88015","88300",
"ATTIGNY","88016","88260",
"AULNOIS","88017","88300",
"AUTIGNY LA TOUR","88019","88300",
"AUTREVILLE","88020","88300",
"AUTREY","88021","88700",
"AUZAINVILLIERS","88022","88140",
"AVILLERS","88023","88500",
"AVRAINVILLE","88024","88130",
"AVRANVILLE","88025","88630",
"AYDOILLES","88026","88600",
"BADMENIL AUX BOIS","88027","88330",
"LA BAFFE","88028","88460",
"LA VOGE LES BAINS","88029","88240","BAINS LES BAINS"
"LA VOGE LES BAINS","88029","88240","HARSAULT"
"LA VOGE LES BAINS","88029","88240","HAUTMOUGEY"
"LA VOGE LES BAINS","88029","88240","LA FORGE DE THUNIMONT"
"LA VOGE LES BAINS","88029","88240","THUNIMONT"
"BAINVILLE AUX SAULES","88030","88270",
"BALLEVILLE","88031","88170",
"BAN DE LAVELINE","88032","88520",
"BAN DE SAPT","88033","88210",
"BARBEY SEROUX","88035","88640",
"BARVILLE","88036","88300",
"BASSE SUR LE RUPT","88037","88120",
"BATTEXEY","88038","88130",
"BAUDRICOURT","88039","88500",
"BAYECOURT","88040","88150",
"BAZEGNEY","88041","88270",
"BAZIEN","88042","88700",
"BAZOILLES ET MENIL","88043","88500",
"BAZOILLES SUR MEUSE","88044","88300",
"BEAUFREMONT","88045","88300",
"BEAUMENIL","88046","88600",
"BEGNECOURT","88047","88270",
"BELLEFONTAINE","88048","88370",
"BELMONT LES DARNEY","88049","88260",
"BELMONT SUR BUTTANT","88050","88600",
"BELMONT SUR VAIR","88051","88800",
"BELRUPT","88052","88260",
"BELVAL","88053","88210",
"BERTRIMOUTIER","88054","88520",
"BETTEGNEY ST BRICE","88055","88450",
"BETTONCOURT","88056","88500",
"LE BEULAY","88057","88490",
"BIECOURT","88058","88170",
"BIFFONTAINE","88059","88430",
"BLEMEREY","88060","88500",
"BLEURVILLE","88061","88410",
"BLEVAINCOURT","88062","88320",
"BOCQUEGNEY","88063","88270",
"BOIS DE CHAMP","88064","88600",
"BONVILLET","88065","88260",
"BOULAINCOURT","88066","88500",
"LA BOURGONCE","88068","88470",
"BOUXIERES AUX BOIS","88069","88270",
"BOUXURULLES","88070","88130",
"BOUZEMONT","88071","88270",
"BRANTIGNY","88073","88130",
"BRECHAINVILLE","88074","88350",
"LA BRESSE","88075","88250",
"BROUVELIEURES","88076","88600",
"BRU","88077","88700",
"BRUYERES","88078","88600",
"BULGNEVILLE","88079","88140",
"BULT","88080","88700",
"BUSSANG","88081","88540",
"CELLES SUR PLAINE","88082","88110",
"CERTILLEUX","88083","88300",
"CHAMAGNE","88084","88130",
"CHAMPDRAY","88085","88640",
"CHAMP LE DUC","88086","88600",
"CHANTRAINE","88087","88000",
"LA CHAPELLE AUX BOIS","88088","88240",
"LA CHAPELLE AUX BOIS","88088","88240","GREMIFONTAINE"
"LA CHAPELLE DEVANT BRUYERES","88089","88600",
"CHARMES","88090","88130",
"CHARMOIS DEVANT BRUYERES","88091","88460",
"CHARMOIS L ORGUEILLEUX","88092","88270",
"CHATAS","88093","88210",
"CHATEL SUR MOSELLE","88094","88330",
"CHATENOIS","88095","88170",
"CHATENOIS","88095","88170","VALAINCOURT"
"CHATILLON SUR SAONE","88096","88410",
"CHAUFFECOURT","88097","88500",
"CHAUMOUSEY","88098","88390",
"CHAVELOT","88099","88150",
"CHEF HAUT","88100","88500",
"CHENIMENIL","88101","88460",
"CHERMISEY","88102","88630",
"CIRCOURT","88103","88270",
"CIRCOURT SUR MOUZON","88104","88300",
"CLAUDON","88105","88410",
"BAN SUR MEURTHE CLEFCY","88106","88230",
"BAN SUR MEURTHE CLEFCY","88106","88230","BAN SUR MEURTHE"
"CLEREY LA COTE","88107","88630",
"LE CLERJUS","88108","88240",
"CLEURIE","88109","88120",
"CLEZENTAINE","88110","88700",
"COINCHES","88111","88100",
"COMBRIMONT","88113","88490",
"CONTREXEVILLE","88114","88140",
"CORCIEUX","88115","88430",
"CORNIMONT","88116","88310",
"COURCELLES SOUS CHATENOIS","88117","88170",
"COUSSEY","88118","88630",
"CRAINVILLIERS","88119","88140",
"LA CROIX AUX MINES","88120","88520",
"DAMAS AUX BOIS","88121","88330",
"DAMAS ET BETTEGNEY","88122","88270",
"DAMBLAIN","88123","88320",
"DARNEY","88124","88260",
"DARNEY AUX CHENES","88125","88170",
"DARNIEULLES","88126","88390",
"DEINVILLERS","88127","88700",
"DENIPAIRE","88128","88210",
"DERBAMONT","88129","88270",
"DESTORD","88130","88600",
"DEYCIMONT","88131","88600",
"DEYVILLERS","88132","88000",
"DIGNONVILLE","88133","88000",
"DINOZE","88134","88000",
"DOCELLES","88135","88460",
"DOGNEVILLE","88136","88000",
"DOLAINCOURT","88137","88170",
"DOMBASLE DEVANT DARNEY","88138","88260",
"DOMBASLE EN XAINTOIS","88139","88500",
"DOMBROT LE SEC","88140","88140",
"DOMBROT SUR VAIR","88141","88170",
"DOMEVRE SUR AVIERE","88142","88390",
"DOMEVRE SUR DURBION","88143","88330",
"DOMEVRE SOUS MONTFORT","88144","88500",
"DOMFAING","88145","88600",
"DOMJULIEN","88146","88800",
"DOMJULIEN","88146","88800","GIROVILLERS SOUS MONTFORT"
"DOMMARTIN AUX BOIS","88147","88390",
"DOMMARTIN LES REMIREMONT","88148","88200",
"DOMMARTIN LES VALLOIS","88149","88260",
"DOMMARTIN SUR VRAINE","88150","88170",
"DOMPAIRE","88151","88270",
"DOMPIERRE","88152","88600",
"DOMPTAIL","88153","88700",
"DOMREMY LA PUCELLE","88154","88630",
"DOMVALLIER","88155","88500",
"DONCIERES","88156","88700",
"DOUNOUX","88157","88220",
"ELOYES","88158","88510",
"ENTRE DEUX EAUX","88159","88650",
"EPINAL","88160","88000",
"ESCLES","88161","88260",
"ESLEY","88162","88260",
"ESSEGNEY","88163","88130",
"ESTRENNES","88164","88500",
"ETIVAL CLAIREFONTAINE","88165","88480",
"EVAUX ET MENIL","88166","88450",
"FAUCOMPIERRE","88167","88460",
"FAUCONCOURT","88168","88700",
"FAYS","88169","88600",
"FERDRUPT","88170","88360",
"FIGNEVELLE","88171","88410",
"FIMENIL","88172","88600",
"FLOREMONT","88173","88130",
"FOMEREY","88174","88390",
"FONTENAY","88175","88600",
"FONTENOY LE CHATEAU","88176","88240",
"FONTENOY LE CHATEAU","88176","88240","LE MAGNY"
"LA FORGE","88177","88530",
"LES FORGES","88178","88390",
"FOUCHECOURT","88179","88320",
"FRAIN","88180","88320",
"FRAIZE","88181","88230",
"FRAPELLE","88182","88490",
"FREBECOURT","88183","88630",
"FREMIFONTAINE","88184","88600",
"FRENELLE LA GRANDE","88185","88500",
"FRENELLE LA PETITE","88186","88500",
"FRENOIS","88187","88270",
"FRESSE SUR MOSELLE","88188","88160",
"FREVILLE","88189","88350",
"FRIZON","88190","88440",
"GELVECOURT ET ADOMPT","88192","88270",
"GELVECOURT ET ADOMPT","88192","88270","ADOMPT"
"GEMAINGOUTTE","88193","88520",
"GEMMELAINCOURT","88194","88170",
"GENDREVILLE","88195","88140",
"GERARDMER","88196","88400",
"GERBAMONT","88197","88120",
"GERBEPAL","88198","88430",
"GIGNEVILLE","88199","88320",
"GIGNEY","88200","88390",
"GIRANCOURT","88201","88390",
"GIRCOURT LES VIEVILLE","88202","88500",
"GIRECOURT SUR DURBION","88203","88600",
"GIRMONT VAL D AJOL","88205","88340",
"GIRONCOURT SUR VRAINE","88206","88170",
"GODONCOURT","88208","88410",
"GOLBEY","88209","88190",
"GORHEY","88210","88270",
"GRAND","88212","88350",
"LA GRANDE FOSSE","88213","88490",
"GRANDRUPT DE BAINS","88214","88240",
"GRANDRUPT","88215","88210",
"GRANDVILLERS","88216","88600",
"GRANGES AUMONTZEY","88218","88640","AUMONTZEY"
"GRANGES AUMONTZEY","88218","88640","GRANGES SUR VOLOGNE"
"GREUX","88219","88630",
"GRIGNONCOURT","88220","88410",
"GRUEY LES SURANCE","88221","88240",
"GUGNECOURT","88222","88600",
"GUGNEY AUX AULX","88223","88450",
"HADIGNY LES VERRIERES","88224","88330",
"HADOL","88225","88220",
"HAGECOURT","88226","88270",
"HAGNEVILLE ET RONCOURT","88227","88300",
"HAGNEVILLE ET RONCOURT","88227","88300","RONCOURT"
"HAILLAINVILLE","88228","88330",
"HARCHECHAMP","88229","88300",
"HARDANCOURT","88230","88700",
"HAREVILLE","88231","88800",
"HARMONVILLE","88232","88300",
"HAROL","88233","88270",
"LA HAYE","88236","88240",
"HENNECOURT","88237","88270",
"HENNEZEL","88238","88260",
"HERGUGNEY","88239","88130",
"HERPELMONT","88240","88600",
"HOUECOURT","88241","88170",
"HOUEVILLE","88242","88300",
"HOUSSERAS","88243","88700",
"LA HOUSSIERE","88244","88430",
"HURBACHE","88245","88210",
"HYMONT","88246","88500",
"IGNEY","88247","88150",
"ISCHES","88248","88320",
"JAINVILLOTTE","88249","88300",
"JARMENIL","88250","88550",
"JEANMENIL","88251","88700",
"JESONVILLE","88252","88260",
"JEUXEY","88253","88000",
"JORXEY","88254","88500",
"JUBAINVILLE","88255","88630",
"JUSSARUPT","88256","88640",
"JUVAINCOURT","88257","88500",
"LAMARCHE","88258","88320",
"LANDAVILLE","88259","88300",
"LANGLEY","88260","88130",
"LAVAL SUR VOLOGNE","88261","88600",
"LAVELINE DEVANT BRUYERES","88262","88600",
"LAVELINE DU HOUX","88263","88640",
"LEGEVILLE ET BONFAYS","88264","88270",
"LEMMECOURT","88265","88300",
"LEPANGES SUR VOLOGNE","88266","88600",
"LERRAIN","88267","88260",
"LESSEUX","88268","88490",
"LIEZEY","88269","88400",
"LIFFOL LE GRAND","88270","88350",
"LIGNEVILLE","88271","88800",
"LIRONCOURT","88272","88410",
"LONGCHAMP","88273","88000",
"LONGCHAMP SOUS CHATENOIS","88274","88170",
"LUBINE","88275","88490",
"LUSSE","88276","88490",
"LUVIGNY","88277","88110",
"MACONCOURT","88278","88170",
"MADECOURT","88279","88270",
"MADEGNEY","88280","88450",
"MADONNE ET LAMEREY","88281","88270",
"MALAINCOURT","88283","88140",
"MANDRAY","88284","88650",
"MANDRES SUR VAIR","88285","88800",
"MARAINVILLE SUR MADON","88286","88130",
"MAREY","88287","88320",
"MARONCOURT","88288","88270",
"MARTIGNY LES BAINS","88289","88320",
"MARTIGNY LES GERBONVAUX","88290","88300",
"MARTINVELLE","88291","88410",
"MATTAINCOURT","88292","88500",
"MAXEY SUR MEUSE","88293","88630",
"MAZELEY","88294","88150",
"MAZIROT","88295","88500",
"MEDONVILLE","88296","88140",
"MEMENIL","88297","88600",
"MENARMONT","88298","88700",
"MENIL EN XAINTOIS","88299","88500",
"MENIL DE SENONES","88300","88210",
"MENIL SUR BELVITTE","88301","88700",
"LE MENIL","88302","88160",
"MIDREVAUX","88303","88630",
"MIRECOURT","88304","88500",
"MONCEL SUR VAIR","88305","88630",
"LE MONT","88306","88210",
"MONT LES LAMARCHE","88307","88320",
"MONT LES NEUFCHATEAU","88308","88300",
"MONTHUREUX LE SEC","88309","88800",
"MONTHUREUX SUR SAONE","88310","88410",
"MONTMOTIER","88311","88240",
"MORELMAISON","88312","88170",
"MORIVILLE","88313","88330",
"MORIZECOURT","88314","88320",
"MORTAGNE","88315","88600",
"MORVILLE","88316","88140",
"MOUSSEY","88317","88210",
"MOYEMONT","88318","88700",
"MOYENMOUTIER","88319","88420",
"NAYEMONT LES FOSSES","88320","88100",
"NEUFCHATEAU","88321","88300",
"NEUFCHATEAU","88321","88300","ROLLAINVILLE"
"LA NEUVEVILLE DEVANT LEPANGES","88322","88600",
"LA NEUVEVILLE DEVANT LEPANGES","88322","88600","LE BOULAY"
"LA NEUVEVILLE DEVANT LEPANGES","88322","88600","ST JEAN DU MARCHE"
"LA NEUVEVILLE SOUS CHATENOIS","88324","88170",
"LA NEUVEVILLE SOUS MONTFORT","88325","88800",
"NEUVILLERS SUR FAVE","88326","88100",
"NOMEXY","88327","88440",
"NOMPATELIZE","88328","88470",
"NONVILLE","88330","88260",
"NONZEVILLE","88331","88600",
"NORROY","88332","88800",
"NOSSONCOURT","88333","88700",
"OELLEVILLE","88334","88500",
"OFFROICOURT","88335","88500",
"OLLAINVILLE","88336","88170",
"ORTONCOURT","88338","88700",
"PADOUX","88340","88700",
"PAIR ET GRANDRUPT","88341","88100",
"PALLEGNEY","88342","88330",
"PAREY SOUS MONTFORT","88343","88800",
"PARGNY SOUS MUREAU","88344","88350",
"LA PETITE FOSSE","88345","88490",
"LA PETITE RAON","88346","88210",
"PIERREFITTE","88347","88270",
"PIERREPONT SUR L ARENTELE","88348","88600",
"PLAINFAING","88349","88230",
"PLEUVEZAIN","88350","88170",
"PLOMBIERES LES BAINS","88351","88370",
"PLOMBIERES LES BAINS","88351","88370","GRANGES DE PLOMBIERES"
"PLOMBIERES LES BAINS","88351","88370","RUAUX"
"POMPIERRE","88352","88300",
"PONT LES BONFAYS","88353","88260",
"PONT SUR MADON","88354","88500",
"PORTIEUX","88355","88330",
"LES POULIERES","88356","88600",
"POUSSAY","88357","88500",
"POUXEUX","88358","88550",
"PREY","88359","88600",
"PROVENCHERES LES DARNEY","88360","88260",
"PROVENCHERES ET COLROY","88361","88490","COLROY LA GRANDE"
"PROVENCHERES ET COLROY","88361","88490","PROVENCHERES SUR FAVE"
"LE PUID","88362","88210",
"PUNEROT","88363","88630",
"PUZIEUX","88364","88500",
"RACECOURT","88365","88270",
"RAINVILLE","88366","88170",
"RAMBERVILLERS","88367","88700",
"RAMECOURT","88368","88500",
"RAMONCHAMP","88369","88160",
"RANCOURT","88370","88270",
"RAON AUX BOIS","88371","88220",
"RAON L ETAPE","88372","88110",
"RAON L ETAPE","88372","88110","LA TROUCHE"
"RAON SUR PLAINE","88373","88110",
"RAPEY","88374","88130",
"RAVES","88375","88520",
"REBEUVILLE","88376","88300",
"REGNEVELLE","88377","88410",
"REGNEY","88378","88450",
"REHAINCOURT","88379","88330",
"REHAUPAL","88380","88640",
"RELANGES","88381","88260",
"REMICOURT","88382","88500",
"REMIREMONT","88383","88200",
"REMONCOURT","88385","88800",
"REMOMEIX","88386","88100",
"REMOVILLE","88387","88170",
"RENAUVOID","88388","88390",
"REPEL","88389","88500",
"ROBECOURT","88390","88320",
"ROCHESSON","88391","88120",
"ROMAIN AUX BOIS","88394","88320",
"ROMONT","88395","88700",
"LES ROUGES EAUX","88398","88600",
"LE ROULIER","88399","88460",
"ROUVRES EN XAINTOIS","88400","88500",
"ROUVRES LA CHETIVE","88401","88170",
"ROVILLE AUX CHENES","88402","88700",
"ROZEROTTE","88403","88500",
"ROZIERES SUR MOUZON","88404","88320",
"RUGNEY","88406","88130",
"RUPPES","88407","88630",
"RUPT SUR MOSELLE","88408","88360",
"ST AME","88409","88120",
"STE BARBE","88410","88700",
"ST BASLEMONT","88411","88260",
"ST BENOIT LA CHIPOTTE","88412","88700",
"ST DIE DES VOSGES","88413","88100",
"ST ETIENNE LES REMIREMONT","88415","88200",
"ST GENEST","88416","88700",
"ST GORGON","88417","88700",
"STE HELENE","88418","88700",
"ST JEAN D ORMONT","88419","88210",
"ST JULIEN","88421","88410",
"ST LEONARD","88423","88650",
"STE MARGUERITE","88424","88100",
"ST MAURICE SUR MORTAGNE","88425","88700",
"ST MAURICE SUR MOSELLE","88426","88560",
"ST MENGE","88427","88170",
"ST MICHEL SUR MEURTHE","88428","88470",
"ST NABORD","88429","88200",
"ST OUEN LES PAREY","88430","88140",
"ST PAUL","88431","88170",
"ST PIERREMONT","88432","88700",
"ST PRANCHER","88433","88500",
"ST REMIMONT","88434","88800",
"ST REMY","88435","88480",
"ST STAIL","88436","88210",
"ST VALLIER","88437","88270",
"LA SALLE","88438","88470",
"SANCHEY","88439","88390",
"SANDAUCOURT","88440","88170",
"SANS VALLOIS","88441","88260",
"SAPOIS","88442","88120",
"SARTES","88443","88300",
"LE SAULCY","88444","88210",
"SAULCY SUR MEURTHE","88445","88580",
"SAULXURES LES BULGNEVILLE","88446","88140",
"SAULXURES SUR MOSELOTTE","88447","88290",
"SAUVILLE","88448","88140",
"SAVIGNY","88449","88130",
"SENAIDE","88450","88320",
"SENONES","88451","88210",
"SENONGES","88452","88260",
"SERAUMONT","88453","88630",
"SERCOEUR","88454","88600",
"SERECOURT","88455","88320",
"SEROCOURT","88456","88320",
"SIONNE","88457","88630",
"SOCOURT","88458","88130",
"SONCOURT","88459","88170",
"SOULOSSE SOUS ST ELOPHE","88460","88630",
"SURIAUVILLE","88461","88140",
"LE SYNDICAT","88462","88120",
"LE SYNDICAT","88462","88120","JULIENRUPT"
"TAINTRUX","88463","88100",
"TENDON","88464","88460",
"THAON LES VOSGES","88465","88150",
"THAON LES VOSGES","88465","88150","GIRMONT"
"THAON LES VOSGES","88465","88150","ONCOURT"
"THEY SOUS MONTFORT","88466","88800",
"THIEFOSSE","88467","88290",
"LE THILLOT","88468","88160",
"THIRAUCOURT","88469","88500",
"LE THOLY","88470","88530",
"LE THOLY","88470","88530","BOUVACOTE"
"LES THONS","88471","88410",
"THUILLIERES","88472","88260",
"TIGNECOURT","88473","88320",
"TILLEUX","88474","88300",
"TOLLAINCOURT","88475","88320",
"TOLLAINCOURT","88475","88320","ROCOURT"
"TOTAINVILLE","88476","88500",
"TRAMPOT","88477","88350",
"TRANQUEVILLE GRAUX","88478","88300",
"TREMONZEY","88479","88240",
"UBEXY","88480","88130",
"URIMENIL","88481","88220",
"URVILLE","88482","88140",
"UXEGNEY","88483","88390",
"UZEMAIN","88484","88220",
"LA VACHERESSE ET LA ROUILLIE","88485","88140",
"VAGNEY","88486","88120",
"LE VAL D AJOL","88487","88340",
"VALFROICOURT","88488","88270",
"VALLEROY AUX SAULES","88489","88270",
"VALLEROY LE SEC","88490","88800",
"LES VALLOIS","88491","88260",
"LE VALTIN","88492","88230",
"VARMONZEY","88493","88450",
"VAUBEXY","88494","88500",
"VAUDEVILLE","88495","88000",
"VAUDONCOURT","88496","88140",
"VAXONCOURT","88497","88330",
"VECOUX","88498","88200",
"VELOTTE ET TATIGNECOURT","88499","88270",
"VENTRON","88500","88310",
"LE VERMONT","88501","88210",
"VERVEZELLE","88502","88600",
"VEXAINCOURT","88503","88110",
"VICHEREY","88504","88170",
"VIENVILLE","88505","88430",
"VIEUX MOULIN","88506","88210",
"VILLERS","88507","88500",
"VILLE SUR ILLON","88508","88270",
"VILLONCOURT","88509","88150",
"VILLOTTE","88510","88320",
"VILLOUXEL","88511","88350",
"VIMENIL","88512","88600",
"VINCEY","88513","88450",
"VIOCOURT","88514","88170",
"VIOMENIL","88515","88260",
"VITTEL","88516","88800",
"VIVIERS LE GRAS","88517","88260",
"VIVIERS LES OFFROICOURT","88518","88500",
"LA VOIVRE","88519","88470",
"LES VOIVRES","88520","88240",
"VOMECOURT","88521","88700",
"VOMECOURT SUR MADON","88522","88500",
"VOUXEY","88523","88170",
